,datetime,sender,message,sentiment_score
17448,2022-08-12 18:36:00,Amu Delhi,So gayi thi,0
17450,2022-08-12 18:36:00,Abhishek,Thik hai ams,0
17451,2022-08-12 20:00:00,Amu Delhi,Going for movie with sushrita,0
17452,2022-08-12 20:00:00,Amu Delhi,10 baje ka show hai,0
17454,2022-08-12 20:04:00,Amu Delhi,Yo,0
17455,2022-08-12 21:51:00,Abhishek,Expedia walon ko ghar le aaya. Moukthik n all 😎,0
17456,2022-08-12 21:51:00,Abhishek,Ghar pe hain,0
17457,2022-08-12 21:53:00,Amu Delhi,Ohkk,0
17458,2022-08-12 21:53:00,Amu Delhi,Mera room bahot Ganda pada hai,0
17459,2022-08-12 21:53:00,Amu Delhi,Usme mat le jao 😂😂,0
17460,2022-08-12 21:53:00,Amu Delhi,Wo log rahenge kya?,0
17461,2022-08-12 23:31:00,Amu Delhi,Kya kar rahe ho abs?,0
17462,2022-08-13 00:08:00,Abhishek,Movie dekh rahe hain,0
17463,2022-08-13 01:13:00,Amu Delhi,Idhar striker me aaye hai,0
17464,2022-08-13 01:13:00,Amu Delhi,For 1hr,0
17465,2022-08-13 01:13:00,Abhishek,Achha kab tak aaogi?,0
17466,2022-08-13 01:15:00,Abhishek,Hum log 5 log hain. 2 tumhare room me so jaenge,0
17467,2022-08-13 01:15:00,Abhishek,Tum sushrita ke yaha so jaogi na. Koi prob to nahi ams?,0
17468,2022-08-13 01:26:00,Amu Delhi,2:30 Tak aa jaungi,0
17469,2022-08-13 01:26:00,Amu Delhi,Ek baar aati hu,0
17470,2022-08-13 01:27:00,Amu Delhi,We have 3 beds now,0
17471,2022-08-13 01:27:00,Amu Delhi,Main small room me so jaungi,0
17472,2022-08-13 01:27:00,Amu Delhi,"But mere bed pe bahot samaan hai, ladkiyon wala",0
17473,2022-08-13 01:27:00,Amu Delhi,Main aake ek baar wo clean kar deti hu,0
17475,2022-08-13 01:28:00,Abhishek,Haan aa jao. Mil lo sabse,0
17476,2022-08-13 16:04:00,Amu Delhi,It’s Game on at Fitso!,0
17477,2022-08-15 13:34:00,Amu Delhi,<Media omitted>,0
17478,2022-08-15 13:34:00,Amu Delhi,<Media omitted>,0
17479,2022-08-16 09:41:00,Amu Delhi,<Media omitted>,0
17480,2022-08-16 09:42:00,Amu Delhi,<Media omitted>,0
17481,2022-08-16 10:48:00,Abhishek,<Media omitted>,0
17483,2022-08-18 09:32:00,Amu Delhi,Abs . Sept 2022 se B1/B2  US visa appointment open hai,0
17484,2022-08-18 09:32:00,Amu Delhi,Jaldi se apne process complete ksro,0
17485,2022-08-18 09:43:00,Abhishek,Haan ams,0
17486,2022-08-19 10:33:00,Abhishek,Chay,0
17487,2022-08-19 10:47:00,Amu Delhi,Banariya hu,0
17488,2022-08-19 21:54:00,Abhishek,Ams,0
17489,2022-08-19 21:55:00,Abhishek,Kal aaunga tum so jaana,0
17492,2022-08-19 21:56:00,Amu Delhi,Haffun,0
17494,2022-08-20 14:37:00,Amu Delhi,Kya kar Raha hai bui,0
17495,2022-08-20 15:37:00,Abhishek,Ghum rahe hain ams,0
17497,2022-08-20 17:27:00,Abhishek,Ams aaj raat me yaha stay kar rahe hain. Abhi thoda sleeping,0
17498,2022-08-20 17:27:00,Abhishek,Will call you later,0
17500,2022-08-21 11:16:00,Amu Delhi,Abs.. kab nikal rahe ho?,0
17501,2022-08-21 11:23:00,Abhishek,Bas breakfast kar rahe hain ams,0
17502,2022-08-21 11:24:00,Abhishek,Leaving in 15-20 min,0
17505,2022-08-21 11:24:00,Abhishek,Haan amu,0
17506,2022-08-21 11:50:00,Abhishek,Leaving now,0
17507,2022-08-21 16:03:00,Amu Delhi,Kahan tak pahunche abs,0
17508,2022-08-21 16:20:00,Abhishek,Moukthik ke ghar pahuchane Wale hain. Waha se 30 min bui,0
17510,2022-08-21 17:15:00,Amu Delhi,<Media omitted>,0
17511,2022-08-21 17:15:00,Amu Delhi,Digilocker se,0
17512,2022-08-21 18:18:00,Abhishek,<Media omitted>,0
17514,2022-08-22 17:54:00,Amu Delhi,Oye Mamta aayi hai kya?,0
17515,2022-08-22 17:55:00,Amu Delhi,Usse khana nai banwana hai mujhe aaj,0
17516,2022-08-22 17:55:00,Amu Delhi,So call me when she comes,0
17517,2022-08-23 20:20:00,Amu Delhi,Gone for walk,0
17519,2022-08-25 13:11:00,Abhishek,Code bhej do ams electricity ka,0
17520,2022-08-25 14:17:00,Amu Delhi,013611661506217374709,0
17521,2022-08-26 15:56:00,Abhishek,Pahunch gayi na thik se,0
17522,2022-08-26 16:02:00,Amu Delhi,Haan abs,0
17523,2022-08-26 16:03:00,Abhishek,Cool. Have fun,0
17524,2022-08-26 21:27:00,Abhishek,Kya ams. Having fun? 😎😎,0
17525,2022-08-26 21:35:00,Amu Delhi,Haan abs,0
17528,2022-08-27 00:01:00,Amu Delhi,<Media omitted>,0
17529,2022-08-27 08:14:00,Abhishek,Nice,0
17530,2022-08-27 13:01:00,Amu Delhi,Checked in,0
17531,2022-08-27 13:07:00,Abhishek,Meri bhi bui,0
17532,2022-08-27 13:07:00,Abhishek,Already feeling good,0
17534,2022-08-27 13:16:00,Amu Delhi,Yay,0
17535,2022-08-27 13:16:00,Amu Delhi,Enjoyy,0
17536,2022-08-27 16:16:00,Amu Delhi,Landed,0
17537,2022-08-27 16:41:00,Abhishek,Me too 😎,0
17538,2022-08-27 16:43:00,Amu Delhi,Coolsies,0
17539,2022-08-27 22:40:00,Amu Delhi,At airport,0
17540,2022-08-27 22:40:00,Amu Delhi,Lol.. at station 😂,0
17541,2022-08-28 05:18:00,Amu Delhi,Reached home,0
17542,2022-08-28 11:47:00,Abhishek,Enjoy,0
17544,2022-08-28 19:33:00,Amu Delhi,Kya kar Raha hai bui?,0
17545,2022-08-28 19:33:00,Amu Delhi,All well?,0
17546,2022-08-28 19:45:00,Abhishek,Haan ams,0
17547,2022-08-28 19:45:00,Abhishek,Khana kha liye hai. So jaunga thodi der me,0
17548,2022-08-28 19:45:00,Amu Delhi,Oukk,0
17549,2022-08-28 19:45:00,Amu Delhi,Itne jaldi soyega dodo,0
17550,2022-08-28 19:46:00,Abhishek,Haan kuchh hai hi nahi karne ko,0
17551,2022-08-28 19:46:00,Amu Delhi,Hehe,0
17552,2022-08-28 19:46:00,Amu Delhi,Araam Karo 🙂,0
17553,2022-08-28 19:46:00,Abhishek,Haa,0
17554,2022-08-28 19:47:00,Amu Delhi,Bye bye,0
17555,2022-08-28 19:47:00,Abhishek,Kaha ja Rahi ho,0
17556,2022-08-28 19:48:00,Amu Delhi,Mujhe laga tum ja rahe ho sone,0
17557,2022-08-28 19:48:00,Amu Delhi,Main toh idhar sofe pe padi hui hu,0
17558,2022-08-28 19:48:00,Amu Delhi,Chilling,0
17560,2022-08-28 19:48:00,Abhishek,Chill karo,0
17561,2022-08-28 19:48:00,Abhishek,Withdrawal me hu lol 🎉,0
17562,2022-08-28 19:48:00,Amu Delhi,Hehe,0
17563,2022-08-28 19:49:00,Abhishek,<Media omitted>,0
17564,2022-08-28 19:49:00,Amu Delhi,Haha,0
17565,2022-08-28 19:49:00,Amu Delhi,Seeti maar raha hai,0
17566,2022-08-28 21:22:00,Abhishek,<Media omitted>,0
17567,2022-08-28 21:22:00,Amu Delhi,Dil dhadkaaye,0
17568,2022-08-28 21:22:00,Amu Delhi,Seeti bajaye,0
17569,2022-08-28 21:23:00,Abhishek,<Media omitted>,0
17571,2022-08-29 11:15:00,Amu Delhi,Yello,0
17572,2022-08-29 11:16:00,Amu Delhi,Good morning,0
17574,2022-08-29 15:47:00,Amu Delhi,Jaldi hui morning Bui ki,0
17575,2022-08-29 15:47:00,Amu Delhi,😜,0
17576,2022-08-29 18:51:00,Abhishek,Kya re dum dum,0
17577,2022-08-29 18:52:00,Amu Delhi,Abs,0
17578,2022-08-29 18:53:00,Amu Delhi,Hsrp lene gayi thi,0
17579,2022-08-29 18:53:00,Amu Delhi,Just came back,0
17584,2022-08-29 20:19:00,Amu Delhi,Kya absa,0
17585,2022-08-29 21:27:00,Abhishek,Kuchh nai ams. Bas Sona ka raha hun,0
17586,2022-08-29 21:27:00,Abhishek,Bahot Shanti hai yaha,0
17587,2022-08-29 21:27:00,Abhishek,Gunni,0
17589,2022-08-29 22:02:00,Amu Delhi,Haan abs,0
17590,2022-08-29 22:02:00,Amu Delhi,Main bhi so gayi thi,0
17591,2022-08-30 13:11:00,Abhishek,Oi ams,0
17594,2022-08-30 13:11:00,Amu Delhi,Haan abs... Aise kyu pooch rahe ho,0
17595,2022-08-30 13:11:00,Abhishek,Yu hi.,0
17596,2022-08-30 13:12:00,Amu Delhi,Bas occupied hu abhi,0
17597,2022-08-30 13:12:00,Abhishek,Haan i know bui,0
17598,2022-08-30 13:12:00,Amu Delhi,Abhi shifting ka mat nikalo kuch,0
17599,2022-08-30 13:12:00,Abhishek,Haan,0
17600,2022-08-30 13:12:00,Abhishek,Zorrryyyyy,0
17601,2022-08-30 13:13:00,Amu Delhi,Karna hai toh khud se kar Lena jaake,0
17604,2022-08-30 13:14:00,Amu Delhi,Bahot idhar udhar mat socho,0
17605,2022-08-30 13:14:00,Abhishek,Haan re,0
17606,2022-08-30 13:14:00,Abhishek,Chalo ignore all that,0
17607,2022-08-30 13:14:00,Abhishek,Pic bhejo 😎,0
17608,2022-08-30 13:14:00,Abhishek,Line marunge,0
17609,2022-08-30 13:15:00,Amu Delhi,<Media omitted>,0
17610,2022-08-30 13:15:00,Amu Delhi,I need u to be stable right now...,0
17611,2022-08-30 13:16:00,Amu Delhi,Mera dimaag itna stable nai hai abhi,0
17612,2022-08-30 13:16:00,Abhishek,Haan,0
17613,2022-08-30 13:16:00,Amu Delhi,"Tum apne cheezon ko leke stable raho... Jo karna hai, khud se kar lo",0
17614,2022-08-30 13:16:00,Amu Delhi,I can't handle any more load at the moment,0
17615,2022-08-30 13:17:00,Abhishek,Lol,0
17616,2022-08-30 13:17:00,Abhishek,Chill karo,0
17617,2022-08-30 13:17:00,Abhishek,Haan I'll handle,0
17618,2022-08-30 13:38:00,Amu Delhi,Kya hua?,0
17619,2022-08-30 13:39:00,Amu Delhi,First time kuch kaam kar rahi hu abs is ghar ke liye,0
17620,2022-08-30 13:39:00,Amu Delhi,Thoda adjust kar lo na,0
17622,2022-08-30 13:44:00,Amu Delhi,Gussa ho gaye?,0
17623,2022-08-30 16:52:00,Amu Delhi,Meeting me hu abs,0
17624,2022-08-30 16:52:00,Amu Delhi,Call karti hu,0
17625,2022-08-30 16:58:00,Abhishek,Haan amu,0
17626,2022-08-30 16:58:00,Abhishek,Aaram se,0
17627,2022-08-30 17:50:00,Abhishek,Aaj teej hai. Mummy hamare shaadi ke shindoor ki pooja kar rahi hai,0
17629,2022-08-30 18:40:00,Amu Delhi,Nahane gayi thi,0
17630,2022-08-30 18:40:00,Amu Delhi,Karti hu abhi call,0
17631,2022-08-31 10:54:00,Amu Delhi,Good morning babes,0
17632,2022-08-31 10:59:00,Abhishek,Boo boo,0
17633,2022-08-31 10:59:00,Abhishek,Good morning,0
17634,2022-08-31 11:03:00,Amu Delhi,Kya kar Raha hai?,0
17635,2022-08-31 11:03:00,Amu Delhi,Aaj kaisa hai mood?,0
17636,2022-08-31 11:03:00,Abhishek,Bdia ams. Interview hai in one hour,0
17637,2022-08-31 11:04:00,Amu Delhi,Cool... All the best 👍🏻👍🏻👍🏻,0
17638,2022-08-31 11:04:00,Amu Delhi,Aaj toh Ganesh chaturthi hai ..,0
17639,2022-08-31 11:04:00,Amu Delhi,Lord Ganesha is the god of intellect...,0
17640,2022-08-31 11:04:00,Amu Delhi,Mast jayega interview,0
17643,2022-08-31 11:07:00,Amu Delhi,Ganpati bappa Moryaaaa,0
17644,2022-08-31 14:40:00,Amu Delhi,Ho gaya interview abs?,0
17645,2022-08-31 14:45:00,Abhishek,Lol nahi. Interviewer aaya hi nahi. Chhutti mana raha hoga Aaj Expedia me chhutti hai,0
17646,2022-08-31 15:01:00,Amu Delhi,Ohhkk,0
17647,2022-08-31 15:01:00,Amu Delhi,😂,0
17648,2022-08-31 21:12:00,Abhishek,Ams wo marriage counselor wala number hai to bhej do,0
17649,2022-08-31 21:13:00,Amu Delhi,Noida wala?,0
17650,2022-08-31 21:13:00,Abhishek,Haan,0
17651,2022-08-31 21:17:00,Amu Delhi,Google for renowa care,0
17652,2022-08-31 21:17:00,Amu Delhi,Dr Priyanka goyal,0
17654,2022-08-31 21:19:00,Amu Delhi,Gurgaon me aur bhi hai,0
17655,2022-08-31 21:19:00,Amu Delhi,"Ek reboot wellness karke hai, iske reviews sahi lag rahe hai",0
17657,2022-08-31 21:20:00,Amu Delhi,Baat Hui kya tumhari Chetan aur nirali se?,0
17658,2022-08-31 21:20:00,Abhishek,Chetan se abhi hui,0
17659,2022-08-31 21:20:00,Abhishek,Told him to go to counselor,0
17660,2022-08-31 21:20:00,Abhishek,He'll talk to nirali,0
17662,2022-08-31 21:21:00,Amu Delhi,Just stick to point that lets go to the counseller,0
17663,2022-08-31 21:21:00,Amu Delhi,And after that we can decide to stay together or not...,0
17664,2022-08-31 21:21:00,Amu Delhi,Last try,0
17667,2022-08-31 21:22:00,Amu Delhi,And u don't get over invested,0
17668,2022-08-31 21:23:00,Abhishek,Haan ams,0
17669,2022-08-31 21:23:00,Amu Delhi,Chalo... Chill now 😇,0
17670,2022-08-31 21:24:00,Abhishek,Yo,0
17671,2022-09-01 17:10:00,Abhishek,Havells company ke RO thik hote hain? Tumhe kuchh pata hai kya?,0
17672,2022-09-01 17:22:00,Amu Delhi,Nai pata bui,0
17673,2022-09-01 17:22:00,Amu Delhi,Wahi wala lo jiski wahan pe service sahi mil rahi hai,0
17674,2022-09-01 17:26:00,Abhishek,Haan ams,0
17675,2022-09-01 18:19:00,Abhishek,Amsy damsy doo,0
17677,2022-09-01 18:19:00,Abhishek,Mera bui*,0
17678,2022-09-01 18:20:00,Amu Delhi,Absy doo,0
17679,2022-09-01 18:20:00,Amu Delhi,Kya re,0
17680,2022-09-01 18:20:00,Amu Delhi,Kya hua,0
17681,2022-09-01 18:20:00,Abhishek,RO lekar aaye ams,0
17682,2022-09-01 18:20:00,Amu Delhi,Ooo cool 👍🏻,0
17683,2022-09-01 18:20:00,Amu Delhi,Kaunsa liya?,0
17684,2022-09-01 18:20:00,Abhishek,Wahi havells ka. Thik hai. Alkaline maintain karta hai,0
17685,2022-09-01 18:21:00,Amu Delhi,Hmm,0
17686,2022-09-01 23:11:00,Abhishek,Gunni Amsy pie,0
17687,2022-09-01 23:51:00,Amu Delhi,Gunni bui,0
17688,2022-09-02 21:05:00,Amu Delhi,Kya abs,0
17689,2022-09-02 21:06:00,Amu Delhi,Aaj din bhar no message,0
17690,2022-09-02 21:06:00,Amu Delhi,Kya kar Raha hai?,0
17691,2022-09-02 21:47:00,Abhishek,Batman rises dekh raha tha ams,0
17692,2022-09-02 21:47:00,Amu Delhi,Ooo,0
17693,2022-09-02 21:47:00,Amu Delhi,Toh rise ho gaya batman?,0
17694,2022-09-02 21:47:00,Abhishek,Hah,0
17695,2022-09-02 21:47:00,Abhishek,Haa,0
17696,2022-09-02 21:47:00,Amu Delhi,😉,0
17697,2022-09-02 21:47:00,Amu Delhi,Mood kaisa hai?,0
17698,2022-09-02 21:47:00,Abhishek,Mast,0
17699,2022-09-02 22:38:00,Abhishek,Gunni Amsy pie,0
17700,2022-09-02 22:41:00,Amu Delhi,Gunni bui,0
17701,2022-09-02 22:45:00,Amu Delhi,So gaya?,0
17702,2022-09-02 22:46:00,Abhishek,Si,0
17703,2022-09-02 22:46:00,Amu Delhi,Cartoon,0
17704,2022-09-03 17:55:00,Amu Delhi,Wassup bui,0
17705,2022-09-03 18:38:00,Abhishek,Clear sky,0
17706,2022-09-03 18:38:00,Abhishek,😌,0
17707,2022-09-03 20:11:00,Amu Delhi,Karti hu abs call thodi der me,0
17708,2022-09-04 00:06:00,Abhishek,Gunni Amsy pie,0
17709,2022-09-04 06:40:00,Amu Delhi,<Media omitted>,0
17710,2022-09-04 06:40:00,Amu Delhi,<Media omitted>,0
17711,2022-09-04 06:40:00,Amu Delhi,<Media omitted>,0
17712,2022-09-04 06:40:00,Amu Delhi,Good morning,0
17713,2022-09-04 11:20:00,Abhishek,Wow nice,0
17714,2022-09-04 11:20:00,Amu Delhi,😊😊,0
17715,2022-09-04 11:20:00,Amu Delhi,Kya kal Laha hai Bui bui,0
17716,2022-09-04 11:21:00,Abhishek,Chay,0
17717,2022-09-04 11:21:00,Amu Delhi,Oooo... Abhi utha?,0
17718,2022-09-04 12:56:00,Abhishek,11 baje uthta hu,0
17719,2022-09-04 12:56:00,Abhishek,Sangli pahunch gayi?,0
17720,2022-09-04 12:59:00,Amu Delhi,Abhi thodi der me niklungi,0
17721,2022-09-04 12:59:00,Amu Delhi,Will reach by 5 or 6,0
17723,2022-09-04 13:05:00,Amu Delhi,Kya kar Raha hai bui,0
17724,2022-09-04 13:05:00,Amu Delhi,Sutta ka craving khatam ho gaya?,0
17725,2022-09-04 13:06:00,Abhishek,Khana khaya ams abhi,0
17726,2022-09-04 13:06:00,Abhishek,Hota hai abhi bhi,0
17727,2022-09-04 13:06:00,Abhishek,Amsy,0
17728,2022-09-04 13:06:00,Abhishek,Aisa lag raha hai kab se tumse nahi mila,0
17729,2022-09-04 13:06:00,Abhishek,Godu karna hai,0
17730,2022-09-04 13:06:00,Amu Delhi,Toh phir banaras me hi ruk jao na... Phir Sunday ko gurgaon jaoge toh phir start karoge,0
17731,2022-09-04 13:07:00,Abhishek,Pata nahi ams,0
17732,2022-09-04 13:07:00,Abhishek,Samajh nahi aa raha. Baad me sochta hun,0
17733,2022-09-04 13:07:00,Abhishek,Godu karna hai bui ko,0
17734,2022-09-04 13:08:00,Amu Delhi,🤗,0
17735,2022-09-04 13:08:00,Abhishek,Hmm,0
17736,2022-09-04 13:08:00,Abhishek,Tum batao,0
17737,2022-09-04 13:08:00,Abhishek,Tumhara mood thik ho gaya,0
17738,2022-09-04 13:08:00,Amu Delhi,Haan... Kaafi extent tak thik ho gaya,0
17739,2022-09-04 13:08:00,Abhishek,Bdia,0
17740,2022-09-04 13:09:00,Amu Delhi,Ab se Bui mereko pamper karega,0
17741,2022-09-04 13:09:00,Amu Delhi,Aur main nakhre karungi,0
17742,2022-09-04 13:09:00,Abhishek,Karta to hun pamper,0
17743,2022-09-04 13:09:00,Abhishek,Ok 😘,0
17744,2022-09-04 13:10:00,Amu Delhi,Constantly pamper karega,0
17745,2022-09-04 13:10:00,Amu Delhi,Like all the time,0
17746,2022-09-04 13:10:00,Abhishek,Constantly karega pamper,0
17747,2022-09-04 13:10:00,Abhishek,Like all the time,0
17748,2022-09-04 13:10:00,Amu Delhi,🤩,0
17749,2022-09-04 13:10:00,Amu Delhi,Aur Bui sab kaam karega,0
17750,2022-09-04 13:11:00,Abhishek,Haan,0
17751,2022-09-04 13:11:00,Amu Delhi,Amsu will chill 😄😬,0
17752,2022-09-04 13:11:00,Abhishek,Yo. Amsy will chill,0
17753,2022-09-04 13:11:00,Abhishek,Absy will drill,0
17754,2022-09-04 13:11:00,Amu Delhi,Hehe,0
17755,2022-09-04 13:11:00,Amu Delhi,And baby karunge,0
17756,2022-09-04 13:11:00,Abhishek,Haaaaaaaaa,0
17757,2022-09-04 13:11:00,Abhishek,Baby karunge,0
17760,2022-09-04 13:13:00,Amu Delhi,😈,0
17761,2022-09-04 13:13:00,Amu Delhi,Bui mujhpe line maarega,0
17762,2022-09-04 15:33:00,Amu Delhi,<Media omitted>,0
17763,2022-09-04 15:33:00,Amu Delhi,bus ka interior 😂,0
17764,2022-09-04 15:34:00,Amu Delhi,"Ye jo box bana hua hai, uspe baithte the bachpan me",0
17766,2022-09-04 15:41:00,Abhishek,Wah sahi,0
17767,2022-09-04 20:30:00,Abhishek,Kya ams. Pahunch gayi?,0
17768,2022-09-04 20:57:00,Amu Delhi,Haan abs,0
17769,2022-09-04 20:58:00,Amu Delhi,Kab ka,0
17770,2022-09-04 22:19:00,Abhishek,Kya re ams,0
17771,2022-09-04 22:19:00,Abhishek,Is week chhutti ya nahi,0
17772,2022-09-04 22:19:00,Amu Delhi,Kya re abs,0
17773,2022-09-04 22:19:00,Amu Delhi,Nai... Chutti toh nai,0
17774,2022-09-04 22:19:00,Amu Delhi,Ye better hai.. roz thoda thoda kaam karo,0
17775,2022-09-04 22:20:00,Amu Delhi,Phir ikatte load nai hota kaam ka,0
17776,2022-09-04 22:20:00,Abhishek,Hmm,0
17777,2022-09-04 22:20:00,Abhishek,Call karunge,0
17778,2022-09-04 22:20:00,Amu Delhi,Abhi mummy ke saath gapp maar rahi hu,0
17779,2022-09-04 22:20:00,Amu Delhi,Main ambap me rahi 2 din toh mummy senti ho gayi 😂,0
17780,2022-09-04 22:21:00,Abhishek,Coolio,0
17781,2022-09-04 22:23:00,Amu Delhi,Kya kar Raha hai.,0
17782,2022-09-04 22:23:00,Amu Delhi,?,0
17783,2022-09-04 22:23:00,Abhishek,Sone ki koshish,0
17784,2022-09-04 22:23:00,Abhishek,10 baje tak sab so jaate h,0
17785,2022-09-04 22:24:00,Amu Delhi,Haan,0
17786,2022-09-04 22:24:00,Amu Delhi,Main bhi bahot so rahi hu aaj kal,0
17787,2022-09-04 22:25:00,Amu Delhi,Ambap me bhi bahot soyi,0
17788,2022-09-04 22:25:00,Amu Delhi,10 baje neend aane lagti hai 😂😂,0
17789,2022-09-04 22:25:00,Amu Delhi,Aur dopahar me lunch ke baad,0
17790,2022-09-04 22:25:00,Abhishek,Bdia hai,0
17791,2022-09-04 22:25:00,Abhishek,Aaram Karo achhe se,0
17792,2022-09-04 22:42:00,Amu Delhi,Haan,0
17793,2022-09-04 22:42:00,Amu Delhi,Much needed sleep,0
17794,2022-09-04 22:42:00,Amu Delhi,And slowness in life,0
17795,2022-09-05 10:10:00,Amu Delhi,Guddu morning absy dubsy,0
17796,2022-09-05 13:06:00,Abhishek,Morning bui,0
17797,2022-09-05 13:07:00,Amu Delhi,Wassup,0
17798,2022-09-05 13:08:00,Abhishek,Kuchh nahi. 12 baje utha aaj. Duh,0
17799,2022-09-05 13:09:00,Amu Delhi,Main 9 baje utha,0
17800,2022-09-05 13:09:00,Amu Delhi,Now sleeping again 🤭🤭,0
17801,2022-09-05 13:09:00,Abhishek,Haan so jao,0
17802,2022-09-05 14:49:00,Abhishek,Sleeping?,0
17803,2022-09-05 14:50:00,Amu Delhi,Abhi uthibui,0
17804,2022-09-05 14:50:00,Amu Delhi,Now will have coffee and phir kuch kaam karungi office ka,0
17806,2022-09-05 14:53:00,Amu Delhi,Kya Bui?,0
17807,2022-09-05 14:53:00,Amu Delhi,Kya hua?,0
17808,2022-09-05 14:59:00,Abhishek,Sunday Tak ho sake to aa jao yaar.,0
17809,2022-09-05 15:04:00,Amu Delhi,Manasi batayegi 1-2 din me ki wo kab aa rahi hai idhar,0
17810,2022-09-05 15:04:00,Amu Delhi,Accordingly plan karti hu,0
17812,2022-09-05 15:18:00,Amu Delhi,Kya ho gaya?,0
17813,2022-09-05 15:18:00,Amu Delhi,Kaam ka tension aa raha hai?,0
17814,2022-09-05 15:19:00,Abhishek,Haan yaar,0
17815,2022-09-05 15:19:00,Amu Delhi,Abhi toh 1 week aur chutti pe ho na,0
17816,2022-09-05 15:19:00,Amu Delhi,Toh mat socho kaam ke baare me,0
17817,2022-09-05 15:19:00,Abhishek,Haan,0
17818,2022-09-05 15:19:00,Amu Delhi,Uske baad phir make a list .. jaise mereko tension aaya tha tab humne kiya,0
17819,2022-09-05 15:20:00,Amu Delhi,Interview schedule ho gaya naye team ka?,0
17820,2022-09-05 15:20:00,Abhishek,Next week kaise manage karunga uska soch raha tha,0
17821,2022-09-05 15:20:00,Abhishek,Last week to cancel ho gayi. Abhi is week ki baat nahi ki,0
17822,2022-09-05 15:21:00,Amu Delhi,Jitna kaam ek week mo possible hai utna hi commit karna,0
17823,2022-09-05 15:21:00,Amu Delhi,3 mahine ka project 1 mahine me nai kar sakte na,0
17824,2022-09-05 15:21:00,Abhishek,Haan.,0
17825,2022-09-05 15:22:00,Abhishek,Wo to thik hai. Akele rehna padega uska thoda ajeeb lag raha hain,0
17827,2022-09-05 15:29:00,Abhishek,Phone detox karo thoda,0
17828,2022-09-05 15:29:00,Amu Delhi,Arey.. wo main baat karte karte phone aise hi rakh deti hu,0
17829,2022-09-05 15:29:00,Amu Delhi,Toh wo online rehta hai,0
17830,2022-09-05 15:30:00,Amu Delhi,Last message I sent was to asmi at 2:10,0
17832,2022-09-05 15:45:00,Amu Delhi,I know all that,0
17833,2022-09-05 15:45:00,Abhishek,So don't compare. You don't have this addiction,0
17834,2022-09-05 15:45:00,Amu Delhi,But once in a while other things should be given priority,0
17835,2022-09-05 21:45:00,Abhishek,Kya re ams,0
17836,2022-09-05 21:46:00,Abhishek,Meri gudiya,0
17837,2022-09-05 21:46:00,Amu Delhi,Kya abs,0
17838,2022-09-05 21:46:00,Amu Delhi,Gudda 😂😂,0
17839,2022-09-05 21:46:00,Abhishek,Bui phatak se online aa jaata hai,0
17840,2022-09-05 21:46:00,Amu Delhi,Hehe.. aise hi padi hui hu,0
17841,2022-09-05 21:46:00,Amu Delhi,Dinner kha ke,0
17842,2022-09-05 21:46:00,Abhishek,Hm. Kya khaya,0
17843,2022-09-05 21:47:00,Amu Delhi,Bhakri and sem ki sabji,0
17844,2022-09-05 21:47:00,Abhishek,Ooo,0
17846,2022-09-05 21:47:00,Amu Delhi,Hmm 👍🏻,0
17847,2022-09-05 21:48:00,Amu Delhi,Pakka aayegi? 😛,0
17848,2022-09-05 21:48:00,Abhishek,Lol,0
17849,2022-09-05 21:48:00,Abhishek,Kal shaam ko hi pata lagega,0
17850,2022-09-05 21:48:00,Amu Delhi,Hehe,0
17851,2022-09-05 21:49:00,Abhishek,"Isi village ki hai to most likely aagi hi. Paas bhi hai. Bas saaf suthri ho, taki mummy kitchen me ghusa sake",0
17852,2022-09-05 21:49:00,Amu Delhi,Haan,0
17853,2022-09-05 21:49:00,Abhishek,Aur amu,0
17854,2022-09-05 21:49:00,Amu Delhi,Aur kuch nai abs,0
17855,2022-09-05 21:49:00,Amu Delhi,Ab neend aana start ho gayi hai,0
17856,2022-09-05 21:50:00,Abhishek,Hm. So jao bui,0
17857,2022-09-05 21:50:00,Abhishek,Meli gudiya,0
17860,2022-09-05 21:50:00,Abhishek,<Media omitted>,0
17861,2022-09-05 21:50:00,Amu Delhi,Hehe,0
17862,2022-09-05 21:51:00,Abhishek,<Media omitted>,0
17863,2022-09-05 21:51:00,Amu Delhi,Main aise hi stretch karke Bui ko kissi karta hu,0
17864,2022-09-05 21:52:00,Abhishek,<Media omitted>,0
17865,2022-09-05 21:53:00,Amu Delhi,Hehehe,0
17866,2022-09-05 21:53:00,Amu Delhi,Smoochie karunge,0
17867,2022-09-05 21:53:00,Abhishek,🙈,0
17868,2022-09-05 21:53:00,Amu Delhi,Bubbu doesn't like smoochie,0
17869,2022-09-05 21:53:00,Amu Delhi,I like smoochie 🤭🤭,0
17870,2022-09-05 21:54:00,Amu Delhi,Toh main pakad ke karta hu,0
17871,2022-09-05 21:54:00,Abhishek,🫠,0
17872,2022-09-05 21:54:00,Amu Delhi,Kya hua? 😉,0
17873,2022-09-05 21:55:00,Abhishek,TP karriya hu,0
17874,2022-09-05 21:56:00,Amu Delhi,Bahot tp karta hai,0
17875,2022-09-06 10:42:00,Amu Delhi,Good morning,0
17876,2022-09-06 15:59:00,Abhishek,Kya amu,0
17877,2022-09-06 15:59:00,Amu Delhi,<Media omitted>,0
17878,2022-09-06 16:00:00,Amu Delhi,Baaish,0
17879,2022-09-06 16:00:00,Abhishek,Aww,0
